"barcode","productname","mrp"
490013167,PLST SPORT BTL 500,0
490013168,FRIDGE BOTTLE 1.2LWATER BOTLE,0
490013181,PEARLPET SUPREME BOTTLE 1LT  6PC SET,0
490013183,PEARLPET 46MM 100 GM ROUND JAR SG,0
490013194,OIL KETTAL SMALL 250ML,0
490013195,OIL KETTAL BIG 500ML,0
490013196,OIL KETTAL JUMBO 1000ML,0
490013198,ALFA BASKET,0
490013245,BHARAT ARCHIES JAR 300 ML,0
490013246,BHARAT ARCHIES JAR 500 ML,0
490013247,ALL TIME POLKA CONTAINER NO.502,0
490013248,BHARAT ARCHIES JAR 2000 ML,0
490013309,NON STICK PRY PAN 22,0
490013317,NIRLEP SELECTKADHAI W/OLID LKR 24 WL,0
490013398,GEBI WONDER MOP REFFIL,0
490013403,GEBI MAGIC MOP REFILL,0
490013409,KITCHEN WIPE,0
490013410,GALA TROPHY,0
490013411,GALA C.GOLD,0
490013419,TOILET BRUSH DOUBLE HCKY,0
490013422,GALA ROOM BROOM,0
490013425,PLASTIC BROOM,0
490013426,KHARATA,0
490013428,GALA C. IRON BRUSH,0
490013432,BOTTLE BRUSH,0
490013439,GALA C.KITCHEN MOPPY,0
490013440,GALA SILKEN,0
490013441,FLOOR BRUSH PREMIUM,0
490013443,GALA BRUSHTILE HARD,0
490013444,GALA TOILEAN(NEW) FLOOR BRUSH,0
490013446,GALA TOILEX PLUS TOILET BRUSH,0
490013451,GALA GALA BATHROOM WIPER,0
490013453,WINDOW WASH/ SQUEEZE,0
490013456,GALA TOILEX SQR CONT. TOILET BRUSH,0
490013462,GALA MOPKING REFILL,0
490013463,COTTON MOP PREMIUM,0
490013464,GALA MR.TALL,0
490013465,GALA TOILEX WITH ROUND CONT.,0
490013466,GALA TOILEAN WITH CONTAINER,0
490013469,GALA DUST GO SET,0
490013471,GALA MOPKING,0
490013478,COCO BROOMS FOUNTAN TYP STICK,0
490013479,COCO BROOMS MAKAI KNITTED SUP,0
490013492,PLASTIC GLASS 200ML MILKY GLA,0
490013500,PLASTIC CUTLERY LARGE KNIFE,0
490013506,STRAWS BEND STRAWS,0
490013518,SNL TRD VASTRA 2 PCS,0
490013521,SNT KUMKUM 100GRM,0
490013575,SS CANISTER 9,0
490013614,"SS DINING BOWL   4.5""",0
490013617,LAOPALA CUPS&SAUCER(PRINCESS) FLORAL,0
490013622,SILVER DINNER BOWL  ( 2 DESIGN ) 5,0
490013625,3 NO.BASTING SERVING SPOON,0
490013627,MILTON SS CURRAFE 1000 ML,0
490013633,MILTON KOOL RIDER 1000ML,0
490013645,MILTON SS FLASK 750ML,0
490013646,MILTON SS FLASK 500ML,0
490013651,LAOPALA COFFEE MUG 6PC FLORAL,0
490013756,SET OF 6 BONE CHINA MUG,0
490013761,TREO CASCADE BEER MUG(2PCS),0
490013811,MILTON RANGER 4 CNT,0
490013852,MILTON BRUNCH MAXX,0
490013855,SILVER JUSI GLASS 7II,0
490013868,LAOPALA COFFEE MUGS TRENDS,0
490013929,KVG SERVING TRAY MEDIUM,0
490013947,SS HALWA PLATE 5,0
490013948,SS HALWA PLATE 6,0
490013949,SILVER FANTA GLASS 1,0
490013950,SILVER FANTA GLASS 2,0
490013951,SILVER FANTA GLASS 3,0
490013961,CRYSTAL SS LADLE NO 3,0
490013983,CRYSTAL 3 NO.OVAL SERVING SPOON,0
490013987,KVG MARBLE KHARAL NO 3,0
490013996,KVG ROSE WOOD BELAN GUJRATI,0
490014003,ANJALI FANTASTIQ SMALL DELUXE,0
490014007,KVG ROSE WOOD TAVETHA NO 1,0
490014008,KVG ROSE WOOD TAVETHA NO 3,0
490014018,KVG ROSE WOOD SPETULA NO 2,0
490014019,KVG ROSE WOOD SPETULANO.4,0
490014020,KVG ROSE WOOD BELAN PAPAD,0
490014024,CRYSTAL STRAINER S.S. - 3 (BIG) (PR),0
490014028,MKA102-CRYSTAL ICE CREAM SCOOP (PR),0
490014031,CRYSTAL CHOP - CHURN N DRY (3 IN 1),0
490014032,CRYSTAL 3 NO. SPATULA/TURNER,0
490014039,ANJALI LEMON SQUEEZER LARGE,0
490014051,CRYSTAL 3 NO. SLOTTED SPATULA/TURNER,0
490014062,KVG WHITE WOOD POLPAT10,0
490014063,KVG ROSE WOOD RAWAINO.2,0
490014064,KVG ROSE WOOD RAWAI NO 3,0
490014065,KVG ROSE WOOD RAWAINO.4,0
490014098,REGAN S S LEMON SQUEEZER,0
490014104,KVG WHITE WOOD POLPAT9,0
490014107,CRYSTAL 3 IN 1 KITCHEN PRESS (MGT),0
490014114,KVG RED WOOD POLPAT10,0
490014128,ANJALI 4 IN 1 SCRAPER,0
490014137,ANJALI PEELER CUM SCRAPPER NO. 2,0
490014145,KVG WOODEN HANDEL BOTTEL OPENER,0
490014162,KVG M. BELAN NO.2,0
490014174,KVG TEAK WOOD POLPAT NO 9,0
490014188,SS OIL/GHEE POT MED,0
490015229,POGO MAD ART&CRFT OR,0
490015288,CN-COPY COLOUR-1,0
490015352,BRUT MUSK DEO 200ML,0
490015353,BRUT IDENTITY DEO 200ML,0
490015354,BRUT ORIGINAL DEO 200ML,0
490015356,BRUT OCEANS DEO 200ML,0
490015398,SCREW DRIVER NO 604,0
490015399,SCREW DRIVER  NO.808,0
490015400,SCREW DRIVER KIT 7PC,0
490015401,COMBINTION PLIER 8'',0
490015402,DBL OPN SPNR 8PCS,0
490015403,CLAW HMR WT STL SHFT,0
490015408,ZORRIK 32 GM,0
490015409,BRITE-O 25GMS,0
490015410,"""""""MSEAL""""""""PHATA PHAT""""""""50G""""""",0
490015413,SLF TAPN SCRW CK8X38,0
490015415,WIRE NAILS 12G X 2,0
490015419,GODREJ NAVTL 5L 2KEY,0
490015420,GODREJ FREEDM 5L 2KY,0
490015421,GODREJ FREEDM 6L 2KY,0
490015422,SHAKTI PADLOCK 5LVRS,0
490015423,SHAKTI PADLOCK 7LVRS,0
490015440,CFL 11 W T4 OSRAM,0
490015443,CFL 20W OSRAM,0
490015446,CLEAR BULB 40W OSRAM,0
490015447,CLEAR BULB 60W OSRAM,0
490015448,CLEAR BULB100W OSRAM,0
490015452,HALOGN BULB60W OSRAM,0
490015466,EVEREADY TOR  MOBILE,0
490015469,EVEREADY TOR RANGOLI,0
490015470,EVERDY HILITE (E2-40) CARTON-FLASHLIGHT,0
490015555,7 O CLOCK P II RAZOR,0
490015575,EVERFRESH DISK ASST 100 GM,0
490015606,GILLETTE PRESTO 1 RAZOR,0
490015647,GILLETTE VECTOR T/BLADE 4,0
490015739,BAYGON HAND SPARY PUMP SML,0
490015743,ROBIN LIQUID BLEACH 500 ML,0
490015745,REXONA CUCUMBER SOAP 100G,0
490015800,HENKO STAIN CHAMP BAR 250 GM,0
490015851,EVA PERF.SWEET DEO SPR 125ML,0
490015876,PONDS DREAMFLOWER TALC 100GM,0
490015884,EVERFRESH DISC SDL NET 100GM,0
490015950,FRESHONESNAPKIN50SHEET X30X30,0
490015988,SURF EXCEL EASY WASH 500 GM,0
490016080,EVERFRESH BLOCK  REPELLENT ROSE 100GM,0
490016081,EVERFRESH DISC MOGRA NET 100G,0
490016088,HIMANI NAVRATNA COOLTAC 300GM,0
490016090,HIMANI NAVRATNA COOLTAC 100GM,0
490016140,BRYL WETLOOK GEL 60GM TUB,0
490016146,BRYL WETLOOK GEL 100GM JAR,0
490016178,RRO PREMIUM MUSTARD OIL 1 LTR PET,0
490016296,PRIYA MANGO PICKLE 300GM BTL,0
490016368,SHAKTI BHOG ATTA 5 KG PP,0
490016369,SHAKTI BHOG ATTA 10 KG PP,0
490016370,SHAKTI BHOG MAIDA 500GM PP,0
490016371,SHAKTI BHOG SOOJI 500GM PP,0
490016372,SHAKTI BHOG DALIYA 400GM PP,0
490016419,ADIDAS MAN BLUE CHALLENGE DBS CAN 150ML,0
490016430,JOVAN MUSK FOR MEN DBS CAN 150ML,0
490017410,RAMSON SHINY CANISTER NO 7,0
490017411,RAMSON SHINY CANISTER NO 8,0
490017413,RAMSONS SHINY CANNISTER 10,0
490017468,SHAKTI BHOG BESAN 1 KG PP,0
490017482,JACKSONSNOWWHITETOILET TISSUEROLL 4IN 1,0
490017521,ECOLUX CFL 5 W (2U) CDL,0
490017524,ECOLUX11W2U,0
490017525,ECOLUX CFL 15 W (2U) CDL,0
490017528,ECOLUX CFL 26 W (3U) CDL,0
490017783,TENNIS BALL PACK OF 3,0
490017784,PREMSONS SIPPER - DELUX VECTRA BIG,0
490017785,PREMSONS SIPPER - SPORTY BIG - BELT,0
490019463,ELECTROLUX MWO SOLO EM17MS80WH,0
490019555,ONIDA MWO GRILL MO20GJP23S,0
490019560,SANYO MWO SOLO EMS2586,0
490020413,SUPER DELUXE BUCKET 5 LTR.,0
490020424,(2647)BATH MUG 1LTR,0
490020508,SUGAR FREE GOLD 110 PELLETS,0
490020509,SUGAR FREE GOLD 360 PELLETS,0
490020514,SUGAR FREE NATURA 200 PELLETS,0
490020565,TIGER BALM RED 18 GM,0
490020568,TIGER BLM WHITE 18 GM,0
490020584,MENTHOPLUS BALM 9 GM,0
490020589,MOODS ALL NIGHT 20S,0
490020603,SHOWER TO SHOWER CC 150 GM,0
490020604,SHWR 2 SHWR CC 300 GM,0
490020638,VICKS VAPORUB 25 GM,0
490020639,VICKS VAPORUB 50 GM,0
490020654,DUREX PLEASUREMAX 10,0
490020656,DUREX SENSATION 10'S,0
490020660,KOHINOOR PINK 10'S,0
490020661,KOHINOOR PINK 20'S,0
490020665,KOHINOOR XTRA DOTS 10,0
490020668,KOHINOOR XTRA RIB 10,0
490020676,PROTINEX DIABTS 200 GM,0
490020678,PROTINEX VANILA 400 GM,0
490020687,KAMASUTRA DOTTED 20,0
490020690,KAMASUTRA RIBBED 10,0
490020697,KAMSUTRA INTENSTY 10,0
490020699,KS SUPER THIN 10,0
490020702,AMRUTANJAN BALM STD. YELLOW 9 GM,0
490020704,AMRUTANJAN BALM STD. YELLOW 45 GM,0
490020706,AMRUTANJAN STRONG PAIN BALM 30 ML,0
490020709,AMRUTANJAN ROLL ON 10ML,0
490020718,GD PLAIN REG 100 GM,0
490020737,NYCIL CLASSIC PUFFER 150GM,0
490020740,NYCIL COOL HERBAL PUFFER 150GM (60),0
490020745,DERMICOOL LAV 150GM,0
490020746,DERMICOOL MINT 150GM,0
490020747,DERMICOOL SAN 150 GM,0
490020751,KRACK CREAM 25 GM,0
490020752,MOOV  SPRAY 35 GM,0
490020753,MOOV 15GM,0
490020754,MOOV 25GM,0
490020755,MOOV 50GM,0
490020765,ENO LEMON 100 GM BOTTLE,0
490020771,ENO REGULAR 100 GM,0
490020856,VERKA LASSI 1000ML TETRAPACK,0
490021587,RUCHI STOREWEL -200 CONTAINER (PRINTED),0
490021591,RUCHI FLORA SOAP CASE,0
490021592,RUCHI FROSTY BUCKET -16LTR,0
490021596,RUCHI ICE BERG ICE TRAY,0
490021597,RUCHI JYOTI CUTLARY STAND,0
490021598,RUCHI MEASURING GLASS,0
490021603,RUCHI STORE FRESH -250 CONTAINER (ECO),0
490021605,RUCHI STOREWEL - 25 CNTNER (PTD )(4 PCS),0
490021607,RUCHI STOREWEL -75 CONT(PTD )(3 PCS),0
490021611,RUCHI STROREWEL 5LTR CNTNER ( PRINTED ),0
490021615,RUCHI CINDRELLA CLOTH CLIP,0
490021622,RUCHI MICROWAVE SEAL FRESH CONTAINER -60,0
490021627,RUCHI STORE FRESH 05 CONTAINER,0
490021628,RUCHI STORE FRESH -25 ECONOMY,0
490021632,AMUL LITE 500GM,0
490021799,MULTI PAN WITH LID LMP22,0
490022186,ETC BOTTLE BRUSH Q1500 BLUE,0
490024505,INALSA HEAT CONVECTOR COSY PRO,0
490024510,INALSA EMERGENCY LIGHT SUNNY,0
490024519,INALSA DRY IRON  SAPPHIRE,0
490024522,INALSA STEAM IRON JEWEL,0
490024525,INALSA STEAM IRON ACTIVA,0
490024536,INALSA JUICER MIXER GRINDER LEGEND,0
490024539,INALSA JUICE EXTRACTOR LICQUAS,0
490024547,INALSA FOOD PROCESSOR MAXIE,0
490024549,INALSA FOOD PROCESSOR MAGIC,0
490024561,INALSA MIXER GRINDER VICTOR 600W,0
490024564,INALSA POP UP TOASTER  TOSTIMATE 2 SLICE,0
490024575,INALSA SANDWICH MAKER SNAX,0
490024576,INALSA SANDWICH MAKER SNAX GRILL,0
490024646,BAJAJ DRY IRON POPULAR 1000W,0
490024651,BAJAJ STEAM IRON MAJESTY MX 8,0
490024652,BAJAJ STEAM IRON MAJESTY MX 3,0
490024653,BAJAJ DRY IRON NEW LIGHT WEIGHT,0
490024659,BAJAJ FOOD PROCESSOR FX 10,0
490024664,BAJAJ MIXER GRINDER GX 08,0
490024665,BAJAJ MIXER GRINDER GX 07,0
490024668,BAJAJ JUICER MIXER GRINDER JX 5,0
490024670,BAJAJ JUICER MIXER GRINDER JX 10,0
490024671,BAJAJ POP UP TOASTER EASY AUTO POP,0
490024686,BAJAJ RICE COOKER MAJESTY RCX 5,0
490024691,BAJAJ SANDWICH MAKER MAJESTY 2 SW,0
490024692,BAJAJ SANDWICH MAKER SNACKMASTER,0
490024772,FORBES VACCUM CLEANER EASY CLEAN,0
490024776,FORBES WATER PURIFIER AQUASURE STORAG18L,0
490024861,MAHARAJA DRY IRON DI-626,0
490024915,MR STEAM IRON MIRAGE (BLUE),0
490024947,MR MIXER GRINDER ICON ESSENTIAL,0
490025106,USHA JUICER MIXER GRINDER 1745 S,0
490025110,USHA DRY IRON 2102,0
490025114,USHA SANDWICH MAKER 2372,0
490025117,USHA POP UP TOASTER  2412 - 2 SL,0
490025123,USHA STEAM IRON 2417,0
490030155,GAYATRIMANTRA-ANURADHAP(CD),0
490030472,SCREAMERZ BALLOONS,0
490030485,FLEX FLYER,0
490030500,CATCH N' CUPS,0
490030569,Chi 63,0
490030572,HAMMER IRON PADLOCK-75 MM WITH 4STARKEYS,0
490030718,RAAMA BHOJ SUGAR BURA 1KG,0
490030879,CRUNCHIES RUBBERBANDS CHILDREN11,0
490030895,BRACELET FANCY22,0
490030914,STUD EAR RING BASIC METAL GOLD15,0
490031032,DROP EAR RING BASIC METAL SILVER11,0
490031052,DROP EAR RING BASIC METAL OXIDISED11,0
490031062,DROP EAR RING BASIC METAL BLACK11,0
490031299,SETS BASIC METAL SIL30,0
490031696,MAHAKOSH SOYABEAN OIL 15 LIT HDPE JAR,0
490032826,CAR CHGR MOTOROLA V3,0
490032828,CAR CHGR NOKIA 3310,0
490052681,RAAMA BHOJ SUGAR BURA 500GM PP,0
490053925,SANTOOR ORANGE HANDWASH REFILL 180ML,0
490053935,BAJAJ STEAM IRON MAJESTY MX 15C,0
490053939,BAJAJ POP UP TOASTER MAJESTY 4 SLICE,0
490054052,FRESH BROWN SHELL EGGS 6/PACK,0
490054561,BARE ESS EXTENDABLE BRAIDED BACK SCRUBBR,0
490054562,BARE ESSENTIALS LUXURY BATH SPONGE,0
490054565,BARE ESSENTIALS SISAL BATH BRUSH,0
490054566,BARE ESS 100 %  NATURAL LOOFAH,0
490054568,BARE ESSENTIALS FOOTBRUSH PUMICE STONE,0
490054569,BARE ESSENTIALS PEDICURE FILE,0
490054572,BARE ESSENTIALS DETANGLING HAIR BRUSH,0
490054606,POOJA KUMKUM SMALL,0
490054622,ONAM HAVAN SAMAGRI -MAHALKSHMI HOMA 50GM,0
490054623,ONAM HAVAN SAMAGRI - NAVAGRAHA HOMA 50GM,0
490054630,"""""""ORNA PAPER PLATES 7"""""""" 25S""""""",0
490054631,"""""""ORNA PAPER PLATES 8"""""""" 25S""""""",0
490054632,"""ORNA AL LAMINATED PAPER PLATES 8"""" 20S""",0
490054634,"""""""ORNA AL LAMINATED PAPER PLATES 12""""""""",0
490054635,"""""""ORN AL PPR PLT 5""""""""X6""""""""""""",0
490055802,100FAVOURITE BEDTIMES SONGS & RHYMES-VCD,0
490055823,CHARLIE CHAPLIN VOL 5/6 (BOX PACK)(VCD),0
490055834,LAUREL & HARDY VOL # 4/5(VCD),0
490055922,POND'S AGE MIRACLE FACIAL FOAM 100ML,0
490056531,PIPE HDL PEELER POINTED,0
490056633,BAYGON INSECTICIDE-CIK 425ML R130P,0
490056634,BAYGON INSECTICIDE-FIK 425ML,0
490057174,MOTHER R PUN TEKHA MANGO PICKL400GMBTL,0
490057578,SILVER TEA COFFEE SUGAR SET,0
490058245,BEE'S ECONOMY KASHMIRWILLOW SIZE FULL,0
490058246,BEE'S ECONOMY KASHMIRWILLOW SIZE 6,0
490058441,REVITAL CAP 30'S,0
490058649,RAAMA BHOJ BESAN 500 GM PP,0
490058651,RAAMA BHOJ SOOJI 500 GM PP,0
490058653,RAAMA BHOJ MAIDA 500 GM PP,0
490058657,RAAMA BHOJ KUTTU ATTA 250 GM PP,0
490058658,RAAMA BHOJ DALIA 400 GM,0
490058971,MTL DEPAK ARTI ECO,0
490058974,HIND METAL PANCH DEEPAK AARTI NO-3,0
490058990,HIND METAL KAPOOR DEEPAK AARTI NO-2,0
490058991,HIND METAL KAPOOR DEEPAK AARTI NO-3,0
490059003,HIND METAL AGARBATHI HOLDER TOMATO,0
490059004,HIND METAL AGARBATHI HOLDER SHIVLING,0
490059025,BANGALA DEEPAK MED,0
490059031,HIND METAL DHOOPIA DEEPAM WOOD HNDLE -3,0
490059065,OZONE MULTICOLOUR BEND STRAW,0
490059256,DOVE HT DAILY SHINE SHAMPOO 180 ML,0
490059279,HUGGIES CARE DIAPERS LARGE- 8'S,0
490060981,CLASSIC SKIPPING ROPE WOODEN,0
490060998,CLASSIC POWER GRIP WOODEN,0
490061059,DISNEY-SHAPED HEAD BOARD BOOK TIGGER,0
490061061,DISNEY-SHAPE HEAD BRD BOOK WINIE THE POH,0
490061630,"""CLASSIC TOPE POLISHED WITH COVER 6""""""",0
490061632,"""CLASSIC TOPE POLISHED WITH COVER 8""""""",0
490062060,ELEPHANT SOUP STRAINER 5,0
490062364,HAWK-A20-CLASSIC 3L,0
490062368,HAWK-B20-CLASS 5LW/O,0
490062506,GODREJ MWO STARTUP KIT,0
490062508,LG MWO STARTUP KIT,0
490062509,ONIDA MWO STARTUP KIT,0
490062510,SAMSUNG MWO STARTUP KIT,0
490062772,R VALUE MUSTARD BIG 200 GM PP,0
490063772,MISTIQUE CAR TISSUE 100 PULL,0
490066905,SAFAL FROZEN GREEN PEAS 1 KG,0
490067119,R SELECT RAISINS AFGHAN 250GM PP,0
490067661,VKC'S TURKISH DRIED APRICOTS 250 GM PP,0
490067664,VKC'S NUTRAJ REC READY WALNUT KERNEL250G,0
490069597,R VALUE MOONG CHILKA 1KG PP,0
490069720,JCPL BONE CHINA 6 PCS MUG IN TC 4000 RAN,0
490069727,JCPL BONE CHINA 2 PCS. MUGTC IN 8000 RAN,0
490069830,GEBI MISS UNIVERSE BIG CLOTH BRUSH,0
490069977,CATCH JALJEERA 100 GM CBD,0
490070024,MDH HALDI POWDER 500 GM PP,0
490070025,MDH CHILLI POWDER 500 GM PP,0
490070576,CHAMRIA MANGOLA 100 G JAR,0
490070674,CRYSTAL 3 PCS KNIFE & PEELER SET,0
490071071,TRIO TINY (V.) I.L.U./H.B.D.,0
490071112,TOWEL PILLOW (16 *22),0
490071820,SILKY (BIG),0
490072323,Plaza-6 3/4 Oz/195Ml,0
490072324,OCEAN-3B1101006G0002PLAZA-10 1/4OZ/295ML,0
490072325,OCEAN3B1101106G0002-PLAZA-11 1/4OZ/320ML,0
490072349,OCEAN-5B02811X9999-TULIP 111/4 OZ/320ML,0
490073848,VF-SHAPED TOYS ASSORTED,0
490073854,PILLOW COVER PAIR U/D 17X 27 ASSTD,0
490073855,HANDLOOM FLOOR MAT 20X32 ASSORTED,0
490074170,MEASURMENT TAPES M-25,0
490074171,MEASURMENT TAPES MULTILOCK,0
490074229,VADILAL QUICK TREAT RUMALI ROTI 240GMS,0
490074368,PHILIPS CITRUS JUICER HR 2774,0
490074403,PHILIPS SANDWICH MAKER HD2384 WH & GR,0
490080579,BRITANNIA TIGER PINEAPPLE CREAM 71G,0
490080709,LIA ECONOMY RAINBOW 100S,0
490080710,MUKTI AGARBATTI SANDAL 125 GRAMS,0
490081028,GILLETTE MACH 3 RAZOR,0
490081126,HENKO STAIN CHAMPN MATIC OXY POWER 500G,0
490081157,HOMELITE-SMALL,0
490081158,HOMELITE-LARGE,0
490081527,PARLE KISMI TOFFEE  232GM,0
490081814,SNL TRD SNEH DHOOP STICK 20,0
490082164,YARDLEY RED ROSE TALC 200G TI,0
490082193,SUPERMAX 3 TRP BLADE 2 RAZOR,0
490087302,MOTHER'S GARLIC PASTE 100 GM PP,0
490087304,MOTHER'S GINGER GARLIC PASTE 100 GM PP,0
490087602,NATURES ANSWER WOOD BETONY 30 ML,0
490087752,BRITANNIA MARIEGOLD BISCUIT 63 GM PP,0
490087765,CRYSTAL 24 PCS. STEEL CUTLERY SET,0
490087767,ICE CREAM SPOON,0
490087791,LIFEBUOY HW COOL FRESH PUMP 200 ML,0
490088323,TEA COFFEE SUGAR 3PC SET,0
490088383,MOTHER MANGO PICKLE 500 GM,0
490088508,PRECIOUS DIWALI SPECIAL 100GM,0
490088603,SS MIRROR FINISH TOPE COVER NO 13,0
490088665,TARLA D VAN.CAKE MIX 300 GM C,0
490089085,TREO BAKE & SERVE MIXING BOWL 1.0 L,0
490089131,TREO TUMBLERS ERICA 255ML,0
490091717,SNL TRD SIDDHI SAMAI WATI SPL. 10 GM,0
490091874,PAPER CUP 25 PC,0
490091875,PERICOTT PPR CUP  100ML PRINTED 1 CLR 50,0
490092009,STAINLESS STEEL TIFFIN SADA 7X3,0
490092068,DIAMOND PRESSURE COOKER INNER LID 3 LIT,0
490092656,H.A VAGARIA SML,0
490093140,"""""""1,2,3 PUZZLE""""""",0
490093179,GUESS WHO - THE GAME,0
490093571,TATA SUMO (P/B),0
490093772,BRITANNIA TIGER BUTTERSCOTCH CREAM 71G,0
490093774,BRITANNIA TIGER STRAWBERRY CREAM 71G,0
490093997,MALA PINEAP CRUSH 700ML BTL,0
490094109,NUTRELA MUSTARD OIL 5 LT JAR,0
490094196,RASNA 32 GLASS MG CBD,0
490094259,SMITH&JONE TOMATO KETCHUP 1KG,0
490094287,SUNPET BOTTLE BROOK 6 PCS. SET,0
490094288,SUNPET BOTTLE MARINA  6 PCS. SET,0
490094407,SQUARE CONTAINER 855- 860ML,0
490094408,RECTANGLE CONTAINER 814-460ML,0
490094419,AMUL MINI PIZZA 120 GMS,0
490094552,FEAST FRUIT & NUT 70ML PP,0
490096371,SUNPET BOTTLE OCEANA 6 PCS SET,0
490098915,RUCHII NO 1 VANASPATI 500 ML PP,0
490098943,LG DVD PLAYER DV-236N,0
490099596,2 MUG SET WITH SPOON & CAP,0
490099597,2 MUG SET WITH SPOON & CAP,0
490099964,TOTHPICK HLDR-CIGRETTE BX SHAPE-435-BLK,0
490099966,NOVELTY HOLDER-356-LIGHT YELLOW COLOR,0
490099967,NOVELTY HOLDER-356-DARK YELLOW COLOR,0
490103405,FRIDGE MAGNET ELEPHANT SITTING-284-11,0
490103438,GLASS GEL CANDLE-P401-PNK,0
490104508,HINT EAU DE TOILETTE,0
490104510,NAVIATOR EAU DE TOILETTE,0
490104654,NIKE WOMAN EXTREME EDT DEO 200 ML,0
490104655,NIKE WOMAN ORIGINAL EDT DEO200 ML,0
490104658,NIKE WOMAN CASUAL EDT DEO200 ML,0
490105464,DOUBLE EAR HAND FREE NOKIA 6610 SERIES,0
490106897,ASSORTED SOFT  TOY CS,0
490106901,ASSORTED ANIMAL (49),0
490106903,ASSORTED SOFT TOYS -99,0
490106963,CELLO-COOL SIPPER -WATER BOTTLE 800 ML,0
490106998,CELLO-MUNCH-LUNCH PACK BIG,0
490107062,"""EAGLE-COUNTRY WOOD SET(6GLS,2JAR&1TRAY)",0
490107066,LEMON SET ECO,0
490107157,S/6 GLASS TUMBLER TULIP DESIGN ASSORTED,0
490107164,GALA-MILK MUGS BETA SERIES,0
490107234,KIDDY BOWL ASSORTED,0
490107235,MACHI-KIDDY BOWL,0
490107254,"""""""THALI PACK OF 6 12""""""""""""",0
490107255,HOMEEWARE  FULL PLATE   FANCY,0
490107280,PLST ALL PRPS BWL MD,0
490107282,"""""""MACHI-481D HALF PLATE 8"""""""" OCTAGON""""",0
490107283,"""""""MACHI-482D DINNER PLATE 10.5"""""""" OCTA",0
490107284,"""""""MACHI-490D ORNALINE SNACK BOWL 4""""""""""",0
490107392,BLUPLAST-CASSEROL RASOI 1700 ML,0
490109640,RAAMA BHOJ ILLACHI DANA 200 GM PP,0
490109642,RAAMA BHOJ SUGAR CANDY FINE 200 GM PP,0
490109792,HOME ONE PVA MOP 1.2M TLESCOPIC ALM HN,0
490115911,DIVINE ORGANIC RAJMA  500GM PP,0
490115912,DIVINE ORGANIC RAJMA CHITRA 500GM PP,0
490115913,DIVINE ORGANIC URD WHOLE 500GM PP,0
490115914,DIVINE ORGANIC URD DAL 500GM PP,0
490115915,DIVINE ORGANIC URD DAL DHULI 500GM PP,0
490115916,DIVINE ORGANIC SOYA BEAN WHITE 500GM PP,0
490115917,DIVINE ORGANIC SOYABEAN BLACK 500GM PP,0
490115918,DIVINE ORGANIC TUR DAL / ARHAR 500GM PP,0
490115920,DIVINE ORGANIC MOONG WHOLE 500GM PP,0
490115921,DIVINE ORGANIC MOONG DAL 500GM PP,0
490115923,DIVINE ORGANIC LOBIA / COWPEA 500GM PP,0
490115924,DIVINE ORGANIC CHANA 500GM PP,0
490115925,DIVINE ORGANIC CHANA DAL 500GM PP,0
490115926,DIVINE ORGANIC KULATH / GAHAT 500GM PP,0
490115927,DIVINE ORGANICMASOOR DAL 500GM PP,0
490115928,DIVINE ORGANIC MASOOR WHOLE 500GM PP,0
490115929,DIVINE ORGANIC MASOOR MALKA 500GM PP,0
490116882,SET OF 6 ASSORTED COLOURS IN 5ML TUBES,0
490116883,SET OF 12 ASSORTED COLOURS IN 5ML TUBES,0
490116888,ASSORTED 24 ROUND COLOUR CAKE IN PLA BOX,0
490116889,ASSORTED12ROUND CAKESPLASTIC BOXOPAQUE,0
490116894,CAMLIN OIL PASTEL 25  ASSRT,0
490116901,12 ASSORTED COLOURS IN TIN BOX,0
490116903,12 ASSORTED COLOURS ROUND,0
490116912,12 ASSORTED COLOURS HALF SIZE  SHARPENER,0
490119464,"""H.M TINY BEAR EMB 4""""""",0
490119466,"""""""H.M ASSTD. PENCIL BARRELS""""""""""""""",0
490121886,NIKE ORIGINAL MEN EDT DEO 200 ML,0
490121887,NIKE EXTREME MEN EDT DEO 200 ML,0
490121888,NIKE CASUAL MEN EDT DEO 200 ML,0
490121889,NIKE PURE MEN EDT DEO 200 ML,0
490121890,NIKE URBAN MUSK MEN EDT DEO 200 ML,0
490121891,NIKE RIDE MEN EDT DEO 200 ML,0
490121892,NIKE UP OR DOWN FOR MEN EDT DEO 200 ML,0
490122506,ALL TIME TEA STRAINER NO 3 400021,0
490122538,ALL TIME-MEASURING SPOON (4 PCS SET),0
490122580, 32 CLIPS HANGER,0
490122647,HARAT-BONE CHINA COFFEE MUG L SERIES,0
490122648,BHARAT-BONE CHINA COFFEE MUG M SERIES,0
490122655,BHARAT-BONECHINA COFFEEMUG STUDIOLINE BG,0
490122664,BHARAT-BONECHINA CUP-SCR ZENMCRWVE SRIS,0
490122666,BC CP-SCR ZN GLD SRS,0
490122679,BHARAT-BONE CHINA MILK MUG MUDDY,0
490123111,BAS-VAMPIRE FOOTBALL (SPECIALSYNTHETIC N,0
490123549,R SELECT YELLOW RAISINS 250GM,0
490126265,REVIVE LIQUID 215GM-R,0
490126279,AMRUTANJAN MAHA INHALER,0
490126280,CAL.SANDOZ SOFTCHEW T 30 CHOCOLATE,0
490126541,FEATHER PERFECT CARE SHAMPOO 400MLX24,0
